1523,0.0,1,45.0,1,
1524,45.0,1,
1529,0.0,1,
1530,0.0,1,
1531,45.0,1,
1532,0.0,1,
1600,27.0,1,45.0,2,
1601,0.0,1,45.0,3,
1602,45.0,4,
1603,45.0,1,
1604,45.0,1,
1605,45.0,1,
1606,45.0,1,
1608,90.0,1,
1609,90.0,1,
1610,90.0,1,45.0,1,
1611,90.0,1,45.0,2,
1612,90.0,1,45.0,1,
1613,45.0,1,
1614,45.0,2,
1615,-27.0,1,45.0,1,
1616,45.0,1,
1617,-45.0,1,45.0,1,
1618,45.0,2,
1619,45.0,1,
1620,45.0,2,
1621,-45.0,2,
1622,0.0,2,45.0,1,
1629,0.0,1,45.0,1,
1630,0.0,2,
1631,45.0,1,
1700,27.0,1,
1701,45.0,1,
1702,45.0,1,
1703,90.0,1,45.0,2,
1704,45.0,3,
1705,45.0,3,
1706,90.0,1,45.0,3,
1707,90.0,1,45.0,2,
1708,90.0,2,45.0,1,
1709,45.0,2,
1710,90.0,1,
1711,90.0,1,
1712,45.0,1,
1713,90.0,1,45.0,1,
1714,90.0,1,45.0,2,
1715,90.0,2,
1716,45.0,2,
1717,45.0,1,
1718,45.0,1,
1719,45.0,1,
1720,-45.0,1,
1721,45.0,1,
1722,0.0,2,
1724,45.0,1,
1725,45.0,1,
1726,45.0,1,
1727,45.0,1,
1728,45.0,1,
1729,0.0,1,
1730,0.0,1,
1801,45.0,1,
1802,45.0,1,
1803,90.0,1,45.0,1,
1804,45.0,2,
1805,45.0,2,
1806,45.0,2,
1807,90.0,1,45.0,1,
1808,90.0,1,
1809,90.0,1,45.0,2,
1810,90.0,2,45.0,1,
1811,90.0,2,45.0,1,
1812,90.0,2,45.0,1,
1813,90.0,1,45.0,1,
1814,45.0,2,
1815,45.0,1,
1816,45.0,1,
1817,45.0,2,
1818,45.0,2,
1819,0.0,1,45.0,1,
1820,45.0,1,
1821,0.0,1,45.0,1,
1822,0.0,1,45.0,2,
1823,45.0,1,
1829,0.0,2,
1830,45.0,1,
1900,45.0,1,
1901,45.0,2,
1902,45.0,2,
1903,45.0,1,
1904,45.0,1,
1905,45.0,1,
1906,45.0,1,
1907,90.0,1,45.0,1,
1908,90.0,1,45.0,2,
1909,90.0,1,45.0,2,
1910,90.0,1,45.0,2,
1911,90.0,1,45.0,1,
1912,90.0,1,
1913,45.0,1,
1914,90.0,1,
1915,90.0,1,
1916,90.0,1,
1917,45.0,2,
1918,45.0,1,
1919,45.0,2,
1920,45.0,2,
1921,45.0,1,
1928,0.0,1,
1929,0.0,1,45.0,1,
2000,45.0,2,
2001,45.0,2,
2002,45.0,2,
2011,45.0,1,
2012,45.0,2,
2013,45.0,2,
2014,45.0,2,
2015,45.0,2,
2016,45.0,2,
2017,45.0,1,
2018,45.0,1,
2026,45.0,1,
2027,0.0,1,45.0,1,
2028,0.0,1,
