14,0.0,1,
15,90.0,1,
16,90.0,2,
17,0.0,1,90.0,2,
18,90.0,3,
19,90.0,3,
20,90.0,2,
21,90.0,2,
22,0.0,2,90.0,1,
23,90.0,1,45.0,2,
24,0.0,1,45.0,2,
25,45.0,3,
26,45.0,3,
27,45.0,3,
28,45.0,3,
29,0.0,1,45.0,2,
30,0.0,1,45.0,1,
31,45.0,1,
32,0.0,1,
2103,45.0,2,
2104,45.0,2,
2105,45.0,2,
2106,45.0,2,
2107,45.0,1,
2122,45.0,1,
2123,45.0,1,
2124,45.0,2,
2125,45.0,2,
2126,45.0,1,
114,0.0,1,
116,0.0,1,
117,0.0,1,
119,0.0,1,
121,0.0,1,
122,0.0,2,
123,0.0,1,
124,0.0,1,
129,0.0,1,
130,0.0,1,
132,0.0,1,
2207,45.0,1,
2208,45.0,2,
2209,45.0,2,
2210,45.0,2,
2211,45.0,2,
2212,45.0,2,
2213,45.0,2,
2214,45.0,2,
2215,45.0,2,
2216,45.0,2,
2217,45.0,2,
2218,45.0,2,
2219,45.0,2,
2220,45.0,2,
2221,45.0,2,
2222,45.0,1,
2223,45.0,1,
214,0.0,1,
216,0.0,1,
217,0.0,1,
219,0.0,1,
221,0.0,1,
222,0.0,2,
223,0.0,1,
224,0.0,1,
229,0.0,1,
230,0.0,1,
232,0.0,1,
314,0.0,1,
316,0.0,1,
317,0.0,1,
319,0.0,1,
321,0.0,1,
322,0.0,2,
323,0.0,1,
324,0.0,1,
329,0.0,1,
330,0.0,1,
332,0.0,1,
414,0.0,1,
416,0.0,1,
417,0.0,1,
419,0.0,1,
421,0.0,1,
422,0.0,2,
423,0.0,1,
424,0.0,1,
429,0.0,1,
430,0.0,1,
432,0.0,1,
514,0.0,1,
516,0.0,1,
517,0.0,1,
519,0.0,1,
521,0.0,1,
522,0.0,2,
523,0.0,1,
524,0.0,1,
529,0.0,1,
530,0.0,1,
532,0.0,1,
614,0.0,1,
616,0.0,1,
617,0.0,1,
619,0.0,1,
621,0.0,1,
622,0.0,2,
623,0.0,1,
624,0.0,1,
629,0.0,1,
630,0.0,1,
632,0.0,1,
714,0.0,1,
716,0.0,1,
717,0.0,1,
719,0.0,1,
721,0.0,1,
722,0.0,2,
723,0.0,1,
724,0.0,1,
729,0.0,1,
730,0.0,1,
732,0.0,1,
814,0.0,1,
816,0.0,1,
817,0.0,1,
819,0.0,1,
821,0.0,1,
822,0.0,2,
823,0.0,1,
824,0.0,1,
829,0.0,1,
830,0.0,1,
832,0.0,1,
914,0.0,1,
916,0.0,1,
917,0.0,1,
919,0.0,1,
921,0.0,1,
922,0.0,2,
923,0.0,1,
924,0.0,1,
929,0.0,1,
930,0.0,1,
932,0.0,1,
1014,0.0,1,
1016,0.0,1,
1017,0.0,1,
1019,0.0,1,
1021,0.0,1,
1022,0.0,2,
1023,0.0,1,
1024,0.0,1,
1029,0.0,1,
1030,0.0,1,
1032,0.0,1,
1114,0.0,1,
1116,0.0,1,
1117,0.0,1,
1119,0.0,1,
1121,0.0,1,
1122,0.0,2,
1123,0.0,1,
1124,0.0,1,
1129,0.0,1,
1130,0.0,1,
1132,0.0,1,
1214,0.0,1,
1216,0.0,1,
1217,0.0,1,
1219,0.0,1,
1221,0.0,1,
1222,0.0,2,
1223,0.0,1,
1224,0.0,1,
1229,0.0,1,
1230,0.0,1,
1232,0.0,1,
1314,0.0,1,
1316,0.0,1,
1317,0.0,1,
1319,0.0,1,
1321,0.0,1,
1322,0.0,2,
1323,0.0,1,
1324,0.0,1,
1329,0.0,1,
1330,0.0,1,
1332,0.0,1,
1402,45.0,1,
1403,45.0,2,
1404,45.0,1,
1405,45.0,1,
1406,45.0,1,
1414,-27.0,1,
1416,0.0,1,
1417,-27.0,1,
1419,0.0,1,
1421,0.0,1,
1422,0.0,2,
1423,0.0,1,
1424,0.0,1,
1429,0.0,1,
1430,0.0,1,
1432,0.0,1,
1500,45.0,2,
1501,45.0,2,
1502,45.0,3,
1503,45.0,1,
1504,45.0,2,
1505,45.0,3,
1506,90.0,1,45.0,1,
1507,90.0,1,45.0,2,
1508,90.0,1,45.0,1,
1509,90.0,1,45.0,1,
1510,45.0,2,
1511,45.0,1,
1512,45.0,1,
1513,90.0,1,45.0,1,
1514,45.0,2,
1515,45.0,1,
1516,0.0,1,45.0,1,
1518,45.0,1,
1519,0.0,1,
1521,0.0,1,45.0,1,
1522,0.0,3,45.0,1,
